,station_id,name,old_name,type,oos,lat,lon
1680,,,Fire Station 98 Noise Level (unknown type),,,,
1681,,,Fire Station 98 APDUID Performance Percent (unknown type),,,,
1682,,,Fire Station 98 APDUID Count (unknown type),,,,
1683,,,Grand Park DB RAIN (4201) (Rain),,,,
1684,,,Grand Park DB WL (Water Level),,,,
1685,,,Grand Park DB BATT (unknown type),,,,
1686,,,Grand Park DB GPS (unknown type),,,,
1687,,,Grand Park DB Latency (unknown type),,,,
1688,,,Grand Park DB Noise Level (unknown type),,,,
1689,,,Grand Park DB APDUID Performance Percent (unknown type),,,,
1690,,,Grand Park DB APDUID Count (unknown type),,,,
1691,,,Blue Diamond Ridge South GPS (unknown type),,,,
1692,,,Blue Diamond Ridge South Latency (unknown type),,,,
1693,,,Blue Diamond Ridge South Noise Level (unknown type),,,,
1694,,,Blue Diamond Ridge South APDUID Performance Percent (unknown type),,,,
1695,,,Blue Diamond Ridge South APDUID Count (unknown type),,,,
1696,,,Brownstone Canyon GPS (unknown type),,,,
1697,,,Brownstone Canyon Latency (unknown type),,,,
1698,,,Brownstone Canyon Noise Level (unknown type),,,,
1699,,,Brownstone Canyon APDUID Performance Percent (unknown type),,,,
1700,,,Brownstone Canyon APDUID Count (unknown type),,,,
1701,,,Las Vegas Wash at Nellis GPS (unknown type),,,,
1702,,,Las Vegas Wash at Nellis Latency (unknown type),,,,
1703,,,Las Vegas Wash at Nellis Noise Level (unknown type),,,,
1704,,,Las Vegas Wash at Nellis APDUID Performance Percent (unknown type),,,,
1705,,,Las Vegas Wash at Nellis APDUID Count (unknown type),,,,
1706,,,Summerlin West GPS (unknown type),,,,
1707,,,Summerlin West Latency (unknown type),,,,
1708,,,Summerlin West Noise Level (unknown type),,,,
1709,,,Summerlin West APDUID Performance Percent (unknown type),,,,
1710,,,Summerlin West APDUID Count (unknown type),,,,
1711,,,WOTUS 5 Channel RAIN (4207) (Rain),,,,
1712,,,WOTUS 5 Channel BATT (unknown type),,,,
1713,,,WOTUS 5 Channel GPS (unknown type),,,,
1714,,,WOTUS 5 Channel Latency (unknown type),,,,
1715,,,WOTUS 5 Channel Noise Level (unknown type),,,,
1716,,,WOTUS 5 Channel APDUID Performance Percent (unknown type),,,,
1717,,,WOTUS 5 Channel APDUID Count (unknown type),,,,
1718,,,Summerlin DB (DB 5) RAIN (4203) (Rain),,,,
1719,,,Summerlin DB (DB 5) WL (Water Level),,,,
1720,,,Summerlin DB (DB 5) BATT (unknown type),,,,
1721,,,Summerlin DB (DB 5) GPS (unknown type),,,,
1722,,,Summerlin DB (DB 5) Latency (unknown type),,,,
1723,,,Summerlin DB (DB 5) Noise Level (unknown type),,,,
1724,,,Summerlin DB (DB 5) APDUID Performance Percent (unknown type),,,,
1725,,,Summerlin DB (DB 5) APDUID Count (unknown type),,,,
1726,,,Jim McGaughey DB RAIN (4178) (Rain),,,,
1727,,,Jim McGaughey DB WL (Water Level),,,,
1728,,,Jim McGaughey DB BATT (unknown type),,,,
1729,,,Jim McGaughey DB GPS (unknown type),,,,
1730,,,Jim McGaughey DB Latency (unknown type),,,,
1731,,,Jim McGaughey DB Noise Level (unknown type),,,,
1732,,,Jim McGaughey DB APDUID Performance Percent (unknown type),,,,
1733,,,Jim McGaughey DB APDUID Count (unknown type),,,,
1734,,,Coyote Pass (Mohave County) RAIN (Rain),,,,
1735,,,Coyote Pass Air (Mohave County) TEMP (Air Temp),,,,
1736,,,Coyote Pass (Mohave County) RH (Rel. Humidity),,,,
1737,,,Coyote Pass (Mohave County) BATT (unknown type),,,,
1738,,,Coyote Pass (Mohave County) DP (Dewpoint),,,,
1739,,,Grace Neil at Bank Street (Mohave County) RAIN (Rain),,,,
1740,,,Grace Neil at Bank Street (Mohave County) WL (Water Level),,,,
1741,,,Grace Neil at Bank Street (Mohave County) BATT (unknown type),,,,
1742,,,Grace Neil at Bank Street (Mohave County) GPS (unknown type),,,,
1743,,,Grace Neil at Bank Street (Mohave County) Latency (unknown type),,,,
1744,,,Grace Neil at Bank Street (Mohave County) APDUID Performance Percent (unknown type),,,,
1745,,,Grace Neil at Bank Street (Mohave County) APDUID Count (unknown type),,,,
1746,,,Hualapai Foothills (Mohave County) RAIN (Rain),,,,
1747,,,Hualapai Foothills (Mohave County) BATT (unknown type),,,,
1748,,,Hualapai Mtn (Mohave County) PRESSURE (unknown type),,,,
1749,,,Hualapai Mtn (Mohave County) PK WND (Peak Wind),,,,
1750,,,Hualapai Mtn (Mohave County) BATT (unknown type),,,,
1751,,,Huapalai Mtn (Mohave County) GPS (unknown type),,,,
1752,,,Kingman (Mohave County) PRESSURE (unknown type),,,,
1753,,,Kingman (Mohave County) PK WND (Peak Wind),,,,
1754,,,Kingman (Mohave County) BATT (unknown type),,,,
1755,,,Kingman (Mohave County) GPS (unknown type),,,,
1756,,,Antares RAIN (Mohave County) (Rain),,,,
1757,,,Antares BATT (Mohave County) (unknown type),,,,
1758,,,Angel Peak 5052 (HL) ALERT2 TDMA Frame Length (unknown type),,,,
1759,,,Angel Peak 5052 (HL) ALERT2 TDMA Slot Length (unknown type),,,,
1760,,,Angel Peak 5052 (HL) ALERT2 TDMA Slot Offset (unknown type),,,,
1761,,,Angel Peak 5052 (HL) ALERT2 Time Report (unknown type),,,,
1762,,,Mt Potosi 5052 (HL) ALERT2 TDMA Frame Length (unknown type),,,,
1763,,,Mt Potosi 5052 (HL) ALERT2 Slot Length (unknown type),,,,
1764,,,Mt Potosi 5052 (HL) ALERT2 Slot Offset (unknown type),,,,
1765,,,Mt Potosi 5052 (HL) ALERT2 Time Report (unknown type),,,,
1766,,,Wildcat Wash ALERT2 TDMA Frame Length (unknown type),,,,
1767,,,Wildcat Wash ALERT2 TDMA Slot Length (unknown type),,,,
1768,,,Wildcat Wash ALERT2 TDMA Slot Offset (unknown type),,,,
1769,,,Wildcat Wash ALERT2 Time Report (unknown type),,,,
1770,,,Spirit Mountain,,,,
1771,,,Spirit Mountain,,,,
1772,,,Spirit Mountain,,,,
1773,,,Spirit Mountain (5052,,,,
1774,,,Boulder City Repeater,,,,
1775,,,Boulder City Repeater,,,,
1776,,,Boulder City Repeater,,,,
1777,,,Boulder City Repeater,,,,
1778,,,Beacon Hill Repeater,,,,
1779,,,Beacon Hill Repeater,,,,
1780,,,Beacon Hill Repeater,,,,
1781,,,Beacon Hill Repeater,,,,
1782,,,Scenic Tank Repeater,,,,
1783,,,Scenic Tank Repeater,,,,
1784,,,Scenic Tank Repeater,,,,
1785,,,Scenic Tank Repeater,,,,
1786,,,Nelson ALERT 2 TX Count (unknown type),,,,
1787,,,Indian Springs 1 Reset Count (unknown type),,,,
1788,,,Indian Springs 1 TX Count (unknown type),,,,
1789,,,Indian Springs 1 TDMA Frame Length (unknown type),,,,
1790,,,Indian Springs 1 TDMA Slot Length (unknown type),,,,
1791,,,Indian Springs 1 TDMA Slot Offset (unknown type),,,,
1792,,,Indian Springs 1 Time Report (unknown type),,,,
1793,,,Harris Springs 1 Reset Count (unknown type),,,,
1794,,,Harris Springs 1 TX Count (unknown type),,,,
1795,,,Harris Springs 1 TDMA Frame Length (unknown type),,,,
1796,,,Harris Springs 1 TDMA Slot Length (unknown type),,,,
1797,,,Harris Springs 1 TDMA Slot Offset (unknown type),,,,
1798,,,Harris Springs 1 Time Report (unknown type),,,,
1799,,,Yucca Forest 2 Reset Count (unknown type),,,,
1800,,,Yucca Forest 2 TX Count (unknown type),,,,
1801,,,Yucca Forest 2 TDMA Frame Length (unknown type),,,,
1802,,,Yucca Forest 2 TDMA Slot Length (unknown type),,,,
1803,,,Yucca Forest 2 TDMA Slot Offset (unknown type),,,,
1804,,,Yucca Forest 2 Time Report (unknown type),,,,
1805,,,Fossil Ridge Reset Count (unknown type),,,,
1806,,,Fossil Ridge TX Count (unknown type),,,,
1807,,,Fossil Ridge TDMA Frame Length (unknown type),,,,
1808,,,Fossil Ridge TDMA Slot Length (unknown type),,,,
1809,,,Fossil Ridge TDMA Slot Offset (unknown type),,,,
1810,,,Fossil Ridge  Time Report (unknown type),,,,
1811,,,Tule Springs NW Reset Count (unknown type),,,,
1812,,,Tule Springs NW ALERT 2 TX Count (unknown type),,,,
1813,,,Tule Springs NW TDMA Frame Length (unknown type),,,,
1814,,,Tule Springs NW TDMA Slot Length (unknown type),,,,
1815,,,Tule Springs NW TDMA Slot offset (unknown type),,,,
1816,,,Tule Springs NW Time Report (unknown type),,,,
1817,,,Vandenberg North DB Reset Count (unknown type),,,,
1818,,,Vandenberg North DB ALERT 2 TX Count (unknown type),,,,
1819,,,Vandenberg North DB TDMA Frame Length (unknown type),,,,
1820,,,Vandenberg North DB TDMA Slot Length (unknown type),,,,
1821,,,Vandenberg North DB TDMA Slot Offset (unknown type),,,,
1822,,,Vandenberg North DB Time Report (unknown type),,,,
1823,,,Skye Canyon 2 DB Reset Count (unknown type),,,,
1824,,,Skye Canyon 2 DB ALERT 2 TX Count (unknown type),,,,
1825,,,Skye Canyon 2 DB TDMA Frame Length (unknown type),,,,
1826,,,Skye Canyon 2 DB TDMA Slot Length (unknown type),,,,
1827,,,Skye Canyon 2 DB TDMA Slot Offset (unknown type),,,,
1828,,,Skye Canyon 2 DB Time Report (unknown type),,,,
1829,,,Speedway #2 DB Reset Count (unknown type),,,,
1830,,,Speedway #2 DB ALERT 2 TX Count (unknown type),,,,
1831,,,Speedway #2 DB TDMA Frame Length (unknown type),,,,
1832,,,Speedway #2 DB TDMA Slot Length (unknown type),,,,
1833,,,Speedway #2 DB Slot Offset (unknown type),,,,
1834,,,Speedway #2 DB Time Report (unknown type),,,,
1835,,,Skye Canyon 1 DB Reset Count (unknown type),,,,
1836,,,Skye Canyon 1 DB ALERT 2 TX Count (unknown type),,,,
1837,,,Skye Canyon 1 DB TDMA Frame Length (unknown type),,,,
1838,,,Skye Canyon 1 DB TDMA Slot Length (unknown type),,,,
1839,,,Skye Canyon 1 DB TDMA Slot Offset (unknown type),,,,
1840,,,Skye Canyon 1 DB Time Report (unknown type),,,,
1841,,,North Las Vegas DB  Reset Count (unknown type),,,,
1842,,,North Las Vegas DB ALERT 2 TX Count (unknown type),,,,
1843,,,North Las Vegas DB TDMA Frame Length (unknown type),,,,
1844,,,North Las Vegas DB TDMA Slot Length (unknown type),,,,
1845,,,North Las Vegas DB TDMA Slot Offset (unknown type),,,,
1846,,,North Las Vegas DB Time Report (unknown type),,,,
1847,,,Park Highlands West DB Reset Count (unknown type),,,,
1848,,,Park Highlands West DB ALERT 2 TX Count (unknown type),,,,
1849,,,Park Highlands West DB TDMA Frame Length (unknown type),,,,
1850,,,Park Highlands West DB TDMA Slot Length (unknown type),,,,
1851,,,Park Highlands West DB TDMA Slot Offset (unknown type),,,,
1852,,,Park Highlands West DB Time Report (unknown type),,,,
1853,,,Duck Creek above Mountain Vista Reset Count (unknown type),,,,
1854,,,Duck Creek above Mountain Vista ALERT 2 TX Count (unknown type),,,,
1855,,,Duck Creek above Mountain Vista TDMA Frame Length (unknown type),,,,
1856,,,Duck Creek above Mountain Vista TDMA Slot Length (unknown type),,,,
1857,,,Duck Creek above Mountain Vista Slot Offset (unknown type),,,,
1858,,,Duck Creek above Mountain Vista Time Report (unknown type),,,,
1859,,,Mesquite Airport Reset Count (unknown type),,,,
1860,,,Mesquite Airport ALERT 2 TX Count (unknown type),,,,
1861,,,Mesquite Airport TDMA Frame Length (unknown type),,,,
1862,,,Mesquite Airport TDMA Slot Length (unknown type),,,,
1863,,,Mesquite Airport TDMA Slot Offset (unknown type),,,,
1864,,,Mesquite Airport Time Report (unknown type),,,,
1865,,,Bunkerville Reset Count (unknown type),,,,
1866,,,Bunkerville ALERT 2 TX Count (unknown type),,,,
1867,,,Bunkerville TDMA Frame Length (unknown type),,,,
1868,,,Bunkerville TDMA Slot Length (unknown type),,,,
1869,,,Bunkerville TDMA Slot Offset (unknown type),,,,
1870,,,Bunkerville Time Report (unknown type),,,,
1871,,,Windmill Wash DB Reset Count (unknown type),,,,
1872,,,Windmill Wash DB ALERT 2 TX Count (unknown type),,,,
1873,,,Windmill Wash DB TDMA Frame Length (unknown type),,,,
1874,,,Windmill Wash DB TDMA Slot Length (unknown type),,,,
1875,,,Windmill Wash DB TDMA Slot Offset (unknown type),,,,
1876,,,Windmill Wash DB Time Report (unknown type),,,,
1877,,,Muddy River at Cooper Street Reset Count (unknown type),,,,
1878,,,Muddy River at Cooper Street ALERT 2 TX Count (unknown type),,,,
1879,,,Muddy River at Cooper Street TDMA Frame Length (unknown type),,,,
1880,,,Muddy River at Cooper Street TDMA Slot Length (unknown type),,,,
1881,,,Muddy River at Cooper Street TDMA Slot Offset (unknown type),,,,
1882,,,Muddy River at Cooper Street Time Report (unknown type),,,,
1883,,,Muddy River at Glendale Bridge Reset Count (unknown type),,,,
1884,,,Muddy River at Glendale Bridge ALERT 2 TX Count (unknown type),,,,
1885,,,Muddy River at Glendale Bridge TDMA Frame Length (unknown type),,,,
1886,,,Muddy River at Glendale Bridge TDMA Slot Length (unknown type),,,,
1887,,,Muddy River at Glendale Bridge TDMA Slot Offset (unknown type),,,,
1888,,,Muddy River at Glendale Bridge Time Report (unknown type),,,,
1889,,,Overton Airport Reset Count (unknown type),,,,
1890,,,Overton Airport ALERT 2 TX Count (unknown type),,,,
1891,,,Overton Airport TDMA Frame Length (unknown type),,,,
1892,,,Overton Airport TDMA Slot Length (unknown type),,,,
1893,,,Overton Airport TDMA Slot Offset (unknown type),,,,
1894,,,Overton Airport Time Report (unknown type),,,,
1895,,,Overton Beach Reset Count (unknown type),,,,
1896,,,Overton Beach TX Count (unknown type),,,,
1897,,,Overton Beach TDMA Frame Length (unknown type),,,,
1898,,,Overton Beach TDMA Slot Length (unknown type),,,,
1899,,,Overton Beach TDMA Slot Offset (unknown type),,,,
1900,,,Overton Beach Time Report (unknown type),,,,
1901,,,Moapa SW 3 Reset Count (unknown type),,,,
1902,,,Moapa SW 3 ALERT 2 TX Count (unknown type),,,,
1903,,,Moapa SW 3 TDMA Frame Length (unknown type),,,,
1904,,,Moapa SW 3 TDMA Slot Length (unknown type),,,,
1905,,,Moapa SW 3 TDMA Slot Offset (unknown type),,,,
1906,,,Moapa SW 3 Time Report (unknown type),,,,
1907,,,Fairgrounds DB Reset Count (unknown type),,,,
1908,,,Fairgrounds DB ALERT 2 TX Count (unknown type),,,,
1909,,,Fairgrounds DB TDMA Frame Length (unknown type),,,,
1910,,,Fairgrounds DB TDMA Slot Length (unknown type),,,,
1911,,,Fairgrounds DB TDMA Slot Offset (unknown type),,,,
1912,,,Fairgrounds DB Time Report (unknown type),,,,
1913,,,Hogan Springs Overlook Reset Count (unknown type),,,,
1914,,,Hogan Springs Overlook ALERT  2 TX Count (unknown type),,,,
1915,,,Hogan Springs Overlook TDMA Frame Length (unknown type),,,,
1916,,,Hogan Springs Overlook TDMA Slot Length (unknown type),,,,
1917,,,Hogan Springs Overlook TDMA Slot Offset (unknown type),,,,
1918,,,Hogan Springs Overlook Time Report (unknown type),,,,
1919,,,Pittman North DB Reset Count (unknown type),,,,
1920,,,Pittman North DB ALERT 2 TX Count (unknown type),,,,
1921,,,Pittman North DB TDMA Frame Length (unknown type),,,,
1922,,,Pittman North DB TDMA Slot Length (unknown type),,,,
1923,,,Pittman North DB TDMA Slot Offset (unknown type),,,,
1924,,,Pittman North DB Time Report (unknown type),,,,
1925,,,C-1 Channel at Warm Springs (USGS) Reset Count (unknown type),,,,
1926,,,C-1 Channel at Warm Springs (USGS) ALERT 2 TX Count (unknown type),,,,
1927,,,C-1 Channel at Warm Springs (USGS) TDMA Frame Length (unknown type),,,,
1928,,,C-1 Channel at Warm Springs (USGS) TDMA Slot Length (unknown type),,,,
1929,,,C-1 Channel at Warm Springs (USGS) Slot Offset (unknown type),,,,
1930,,,C-1 Channel at Warm Springs (USGS) Time Report (unknown type),,,,
1931,,,Silverado Ranch DB Reset Count (unknown type),,,,
1932,,,Silverado Ranch DB ALERT 2 TX Count (unknown type),,,,
1933,,,Silverado Ranch DB TDMA Frame Length (unknown type),,,,
1934,,,Silverado Ranch DB TDMA Slot Length (unknown type),,,,
1935,,,Silverado Ranch DB Slot Offset (unknown type),,,,
1936,,,Silverado Ranch DB Time Report (unknown type),,,,
1937,,,Nelson Reset Count (unknown type),,,,
1938,,,Nelson TDMA Frame Length (unknown type),,,,
1939,,,Nelson TDMA Slot Length (unknown type),,,,
1940,,,Nelson TDMA Slot Ofset (unknown type),,,,
1941,,,Nelson Time Report (unknown type),,,,
1942,,,Jean Southwest Reset Count (unknown type),,,,
1943,,,Jean Southwest ALERT 2 TX Count (unknown type),,,,
1944,,,Jean Southwest TDMA Frame Length (unknown type),,,,
1945,,,Jean Southwest TDMA Slot Length (unknown type),,,,
1946,,,Jean Southwest TDMA Slot Offset (unknown type),,,,
1947,,,Jean Southwest Time Report (unknown type),,,,
1948,,,Jean Airport Reset Count (unknown type),,,,
1949,,,Jean Airport TX Count (unknown type),,,,
1950,,,Jean Airport TDMA Frame Length (unknown type),,,,
1951,,,Jean Airport TDMA Slot Length (unknown type),,,,
1952,,,Jean Airport TDMA Slot Offset (unknown type),,,,
1953,,,Jean Airport Time Report (unknown type),,,,
1954,,,Primm Reset Count (unknown type),,,,
1955,,,Primm ALERT 2 TX Count (unknown type),,,,
1956,,,Primm TDMA Frame Length (unknown type),,,,
1957,,,Primm TDMA Slot Length (unknown type),,,,
1958,,,Primm TDMA Slot Offset (unknown type),,,,
1959,,,Primm Time Report (unknown type),,,,
1960,,,Freeway Channel near Charleston Reset Count (unknown type),,,,
1961,,,Freeway Channel near Charleston ALERT 2 TX Count (unknown type),,,,
1962,,,Freeway Channel near Charleston TDMA Frame Length (unknown type),,,,
1963,,,Freeway Channel near Charleston TDMA Slot Length (unknown type),,,,
1964,,,Freeway Channel near Charleston TDMA Slot Offset (unknown type),,,,
1965,,,Freeway Channel near Charleston Time Report (unknown type),,,,
1966,,,Pioneer DB Reset Count (unknown type),,,,
1967,,,Pioneer DB ALERT 2 TX Count (unknown type),,,,
1968,,,Pioneer DB TDMA Frame Length (unknown type),,,,
1969,,,Pioneer DB TDMA Slot Length (unknown type),,,,
1970,,,Pioneer DB TDMA Slot Offset (unknown type),,,,
1971,,,Pioneer DB Time Report (unknown type),,,,
1972,,,Sandy Valley Reset Count (unknown type),,,,
1973,,,Sandy Valley ALERT 2 TX Count (unknown type),,,,
1974,,,Sandy Valley TDMA Frame Length (unknown type),,,,
1975,,,Sandy Valley TDMA Slot Length (unknown type),,,,
1976,,,Sandy Valley TDMA Slot Offset (unknown type),,,,
1977,,,Sandy Valley Time Report (unknown type),,,,
1978,,,Kidwell Airport Reset Count (unknown type),,,,
1979,,,Kidwell Airport ALERT 2 TX Count (unknown type),,,,
1980,,,Kidwell Airport TDMA Frame Length (unknown type),,,,
1981,,,Kidwell Airport TDMA Slot Length (unknown type),,,,
1982,,,Kidwell Airport TDMA Slot Offset (unknown type),,,,
1983,,,Kidwell Airport Time Report (unknown type),,,,
1984,,,CalNevAri Reset Count (unknown type),,,,
1985,,,CalNevAri ALERT 2 TX Count (unknown type),,,,
1986,,,CalNevAri TDMA Frame Length (unknown type),,,,
1987,,,CalNevAri TDMA Slot Length (unknown type),,,,
1988,,,CalNevAri TDMA Slot Offset (unknown type),,,,
1989,,,CalNevAri Time Report (unknown type),,,,
1990,,,Laughlin 2 Reset Count (unknown type),,,,
1991,,,Laughlin 2 ALERT 2 TX Count (unknown type),,,,
1992,,,Laughlin 2 TDMA Frame Length (unknown type),,,,
1993,,,Laughlin 2 TDMA Slot Length (unknown type),,,,
1994,,,Laughlin 2 TDMA Slot Offset (unknown type),,,,
1995,,,Laughlin 2 Time Report (unknown type),,,,
1996,,,Sunrise Landfill Reset Count (unknown type),,,,
1997,,,Sunrise Landfill ALERT 2 TX Count (unknown type),,,,
1998,,,Sunrise Landfill TDMA Frame Length (unknown type),,,,
1999,,,Sunrise Landfill TDMA Slot Length (unknown type),,,,
2000,,,Sunrise Landfill TDMA Slot Offset (unknown type),,,,
2001,,,Sunrise Landfill Time Report (unknown type),,,,
2002,,,Boulder City Reset Count (unknown type),,,,
2003,,,Boulder City ALERT 2 TX Count (unknown type),,,,
2004,,,Boulder City TDMA Frame Length (unknown type),,,,
2005,,,Boulder City TDMA Slot Length (unknown type),,,,
2006,,,Boulder City TDMA Slot Offset (unknown type),,,,
2007,,,Boulder City Time Report (unknown type),,,,
2008,,,Grand Park DB ALERT 2 Count (unknown type),,,,
2009,,,Grand Park DB Reset Count (unknown type),,,,
2010,,,Grand Park DB TDMA Frame Length (unknown type),,,,
2011,,,Grand Park DB TDMA Slot Length (unknown type),,,,
2012,,,Grand Park DB TDMA Slot Offset (unknown type),,,,
2013,,,Grand Park DB Time Report (unknown type),,,,
2014,,,Summerlin DB (DB 5) Reset Count (unknown type),,,,
2015,,,Summerlin DB (DB 5) ALERT 2 TX Count (unknown type),,,,
2016,,,Summerlin DB (DB 5) TDMA Frame Length (unknown type),,,,
2017,,,Summerlin DB (DB 5) TDMA Slot Length (unknown type),,,,
2018,,,Summerlin DB (DB 5) TDMA Slot Offset (unknown type),,,,
2019,,,Summerlin DB (DB 5) TDMA Time Report (unknown type),,,,
2020,,,Jim McGaughey DB Reset Count (unknown type),,,,
2021,,,Jim McGaughey DB ALERT 2 TX Count (unknown type),,,,
2022,,,Jim McGaughey DB TDMA Frame Length (unknown type),,,,
2023,,,Jim McGaughey DB TDMA Slot Length (unknown type),,,,
2024,,,Jim McGaughey DB TDMA Slot Offset (unknown type),,,,
2025,,,Jim McGaughey DB Time Report (unknown type),,,,
